activity_id,mol_chembl_id,compound_name,assay_chembl_id,assay_type,assay_cell_type,assay_organism,pref_name,description,standard_type,standard_relation,standard_value,standard_units,canonical_smiles,doc_chembl_id,title,journal,year,volume,issue,first_page,last_page,doi,pubmed_id,patent_id
6271959,CHEMBL1801504,"4-((2-Cyclobutyl-1H-imidazo[4,5-b]pyrazin-1-yl)methyl)-7,8-difluoroquinolin-2(1H)-one",CHEMBL1805940,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of human CYP2C9,EC50,>,60000.0,nM,O=c1cc(Cn2c(C3CCC3)nc3nccnc32)c2ccc(F)c(F)c2[nH]1,CHEMBL1800057,"Discovery of dual inducible/neuronal nitric oxide synthase (iNOS/nNOS) inhibitor development candidate 4-((2-cyclobutyl-1H-imidazo[4,5-b]pyrazin-1-yl)methyl)-7,8-difluoroquinolin-2(1H)-one (KD7332) part 2: identification of a novel, potent, and selective series of benzimidazole-quinolinone iNOS/nNOS dimerization inhibitors that are orally active in pain models.",J. Med. Chem.,2010,53,21,7739,7755,10.1021/jm100828n,20931971,
6271960,CHEMBL1801060,"4-((2-Cyclobutyl-1H-imidazo[4,5-b]pyrazin-1-yl)methyl)-8-fluoroquinolin-2(1H)-one",CHEMBL1805940,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of human CYP2C9,EC50,>,60000.0,nM,O=c1cc(Cn2c(C3CCC3)nc3nccnc32)c2cccc(F)c2[nH]1,CHEMBL1800057,"Discovery of dual inducible/neuronal nitric oxide synthase (iNOS/nNOS) inhibitor development candidate 4-((2-cyclobutyl-1H-imidazo[4,5-b]pyrazin-1-yl)methyl)-7,8-difluoroquinolin-2(1H)-one (KD7332) part 2: identification of a novel, potent, and selective series of benzimidazole-quinolinone iNOS/nNOS dimerization inhibitors that are orally active in pain models.",J. Med. Chem.,2010,53,21,7739,7755,10.1021/jm100828n,20931971,
13385477,CHEMBL2409564,(cis/trans)-2-(4-(4-(5-(2-phenyl-5-(trifluoromethyl)oxazole-4-carboxamido)-1H-benzo[d]imidazol-2-yl)phenyl)cyclohexyl)acetic acid,CHEMBL2410066,A,,Homo sapiens,Cytochrome P450 2C9,Induction of CYP2C9 (unknown origin),EC50,>,100000.0,nM,O=C(O)CC1CCC(c2ccc(-c3nc4cc(NC(=O)c5nc(-c6ccccc6)oc5C(F)(F)F)ccc4[nH]3)cc2)CC1,CHEMBL2406997,Synthesis and biological evaluation of aminobenzimidazole derivatives with a phenylcyclohexyl acetic acid group as anti-obesity and anti-diabetic agents.,Bioorg. Med. Chem. Lett.,2013,23,16,4713,4718,10.1016/j.bmcl.2013.05.081,23810496,
13957183,CHEMBL3126836,"(+/-)-8-Cyclohexyl-N-[(dimethylamino)sulfonyl]-1,1a,2,12b-tetrahydro-11-methoxy-1a-[[3-(phenylmethyl)-3,6-diazabicyclo[3.1.1]hept-6-yl]carbonyl]-cycloprop[d]indolo[2,1-a][2]benzazepine-5-carboxamide",CHEMBL3128674,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes after 30 mins in presence of NADPH,EC50,=,7000.0,nM,COc1ccc2c(c1)C1CC1(C(=O)N1C3CC1CN(Cc1ccccc1)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,CHEMBL3124792,"Discovery and preclinical characterization of the cyclopropylindolobenzazepine BMS-791325, a potent allosteric inhibitor of the hepatitis C virus NS5B polymerase.",J. Med. Chem.,2014,57,5,1855,1879,10.1021/jm4016894,24397558,
13957184,CHEMBL3126835,"(1aR,12bS)-8-Cyclohexyl-N-[(dimethylamino)sulfonyl]-1a-[(3-ethyl-3,6-diazabicyclo[3.1.1]hept-6-yl)carbonyl]-1,1a,2,12b-tetrahydro-11-methoxy-cycloprop[d]indolo[2,1-a][2]benzazepine-5-carboxamide",CHEMBL3128674,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes after 30 mins in presence of NADPH,EC50,>,40000.0,nM,CCN1CC2CC(C1)N2C(=O)[C@]12C[C@H]1c1cc(OC)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)N(C)C)cc3n1C2,CHEMBL3124792,"Discovery and preclinical characterization of the cyclopropylindolobenzazepine BMS-791325, a potent allosteric inhibitor of the hepatitis C virus NS5B polymerase.",J. Med. Chem.,2014,57,5,1855,1879,10.1021/jm4016894,24397558,
13957185,CHEMBL3126834,"(1aR,12bS)-,8-Cyclohexyl-N-[(dimethylamino)sulfonyl]-1,1a,2,12b-tetrahydro-11-methoxy-1a-[(3-methyl-3,6-diazabicyclo[3.1.1]hept-6-yl)carbonyl]-cycloprop[d]indolo[2,1-a][2]benzazepine-5-carboxamide",CHEMBL3128674,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes after 30 mins in presence of NADPH,EC50,>,40000.0,nM,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1C3CC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,CHEMBL3124792,"Discovery and preclinical characterization of the cyclopropylindolobenzazepine BMS-791325, a potent allosteric inhibitor of the hepatitis C virus NS5B polymerase.",J. Med. Chem.,2014,57,5,1855,1879,10.1021/jm4016894,24397558,
13958369,CHEMBL3126657,"(+/-)-8-Cyclohexyl-N-[(dimethylamino)sulfonyl]-1,1a,2,12b-tetrahydro-11-methoxy-1a-[[3,6-diazabicyclo[3.1.1]hept-6-yl]carbonyl]-cycloprop[d]indolo[2,1-a][2]benzazepine-5-carboxamide",CHEMBL3128674,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes after 30 mins in presence of NADPH,EC50,>,40000.0,nM,COc1ccc2c(c1)C1CC1(C(=O)N1C3CNCC1C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,CHEMBL3124792,"Discovery and preclinical characterization of the cyclopropylindolobenzazepine BMS-791325, a potent allosteric inhibitor of the hepatitis C virus NS5B polymerase.",J. Med. Chem.,2014,57,5,1855,1879,10.1021/jm4016894,24397558,
15693842,CHEMBL3608913,"Dimethyl ((1R,1'R)-((2S,2'S)-2,2'-(((2,2'-bis(trifluoromethyl)-[1,1'-biphenyl]-4,4'-diyl)bis(azanediyl))bis(carbonyl))bis(pyrrolidine-2,1-diyl))bis(2-oxo-1-phenylethane-2,1-diyl))dicarbamate",CHEMBL3611141,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of human CYP2C9 by luminometry,EC50,=,660.0,nM,COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(-c2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@H](NC(=O)OC)c3ccccc3)cc2C(F)(F)F)c(C(F)(F)F)c1)c1ccccc1,CHEMBL3608246,Novel benzidine and diaminofluorene prolinamide derivatives as potent hepatitis C virus NS5A inhibitors.,Eur. J. Med. Chem.,2015,101,,163,178,10.1016/j.ejmech.2015.06.033,26134551,
15693843,CHEMBL3608915,"Dimethyl ((1R,1'R)-((2S,2'S)-2,2'-(((2,2'-difluoro-[1,1'-biphenyl]-4,4'-diyl)bis(azanediyl))bis(carbonyl))bis(pyrrolidine-2,1-diyl))bis(2-oxo-1-phenylethane-2,1-diyl))dicarbamate",CHEMBL3611141,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of human CYP2C9 by luminometry,EC50,=,87.7,nM,COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(-c2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@H](NC(=O)OC)c3ccccc3)cc2F)c(F)c1)c1ccccc1,CHEMBL3608246,Novel benzidine and diaminofluorene prolinamide derivatives as potent hepatitis C virus NS5A inhibitors.,Eur. J. Med. Chem.,2015,101,,163,178,10.1016/j.ejmech.2015.06.033,26134551,
15693844,CHEMBL3608916,"Dimethyl ((1R,1'R)-((2S,2'S)-2,2'-(((2,2'-dichloro-[1,1'-biphenyl]-4,4'-diyl)bis(azanediyl))bis(carbonyl))bis(pyrrolidine-2,1-diyl))bis(2-oxo-1-phenylethane-2,1-diyl))dicarbamate",CHEMBL3611141,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of human CYP2C9 by luminometry,EC50,=,116.0,nM,COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(-c2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@H](NC(=O)OC)c3ccccc3)cc2Cl)c(Cl)c1)c1ccccc1,CHEMBL3608246,Novel benzidine and diaminofluorene prolinamide derivatives as potent hepatitis C virus NS5A inhibitors.,Eur. J. Med. Chem.,2015,101,,163,178,10.1016/j.ejmech.2015.06.033,26134551,
15693900,CHEMBL3608920,"Dimethyl ((1R,1'R)-((2S,2'S)-2,2'-(((9,9-dimethyl-9H-fluorene-2,7-diyl)bis(azanediyl))bis(carbonyl))bis(pyrrolidine-2,1-diyl))bis(2-oxo-1-phenylethane-2,1-diyl))dicarbamate",CHEMBL3611141,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of human CYP2C9 by luminometry,EC50,=,269.0,nM,COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(c1)C(C)(C)c1cc(NC(=O)[C@@H]3CCCN3C(=O)[C@H](NC(=O)OC)c3ccccc3)ccc1-2)c1ccccc1,CHEMBL3608246,Novel benzidine and diaminofluorene prolinamide derivatives as potent hepatitis C virus NS5A inhibitors.,Eur. J. Med. Chem.,2015,101,,163,178,10.1016/j.ejmech.2015.06.033,26134551,
15693901,CHEMBL3608921,"Dimethyl ((1R,1'R)-((2S,2'S)-2,2'-(((9,9-difluoro-9H-fluorene-2,7-diyl)bis(azanediyl))bis(carbonyl))bis(pyrrolidine-2,1-diyl))bis(2-oxo-1-phenylethane-2,1-diyl))dicarbamate",CHEMBL3611141,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of human CYP2C9 by luminometry,EC50,=,277.0,nM,COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(c1)C(F)(F)c1cc(NC(=O)[C@@H]3CCCN3C(=O)[C@H](NC(=O)OC)c3ccccc3)ccc1-2)c1ccccc1,CHEMBL3608246,Novel benzidine and diaminofluorene prolinamide derivatives as potent hepatitis C virus NS5A inhibitors.,Eur. J. Med. Chem.,2015,101,,163,178,10.1016/j.ejmech.2015.06.033,26134551,
18121977,CHEMBL4075348,"N-(3-Carbamoyl-5,5,7,7-tetramethyl-5,7-dihydro-4H-thieno[2,3-c]pyran-2-yl)-1H-pyrazole-5-carboxamide",CHEMBL4026951,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 (unknown origin),EC50,>,100000.0,nM,CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1,CHEMBL4024762,"Discovery of N-(3-Carbamoyl-5,5,7,7-tetramethyl-5,7-dihydro-4H-thieno[2,3-c]pyran-2-yl)-lH-pyrazole-5-carboxamide (GLPG1837), a Novel Potentiator Which Can Open Class III Mutant Cystic Fibrosis Transmembrane Conductance Regulator (CFTR) Channels to a High Extent.",J Med Chem,2018,61,4,1425,1435,10.1021/acs.jmedchem.7b01288,29148763,
19114318,CHEMBL4526434,trans-4-(4-(Hydroxymethyl)cyclohexyl)phenol,CHEMBL4371267,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of human recombinant CYP2C9 preincubated for 10 mins followed by NADPH addition and measured after 10 to 30 mins by P450-Glo luminescence assay,EC50,=,34000.0,nM,OC[C@H]1CC[C@H](c2ccc(O)cc2)CC1,CHEMBL4371004,A-C Estrogens as Potent and Selective Estrogen Receptor-Beta Agonists (SERBAs) to Enhance Memory Consolidation under Low-Estrogen Conditions.,J Med Chem,2018,61,11,4720,4738,10.1021/acs.jmedchem.7b01601,29741891,
20612936,CHEMBL4634455,"1-cyclopropyl-3-((4-(trifluoromethyl)pyridin-2-yl)oxy)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",CHEMBL4606494,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes using diclofenac as substrate measured after 10 mins by LC-MS/MS analysis,EC50,=,50000.0,nM,Nc1ncnc2c1c(Oc1cc(C(F)(F)F)ccn1)nn2C1CC1,CHEMBL4602732,Optimizing Pyrazolopyrimidine Inhibitors of Calcium Dependent Protein Kinase 1 for Treatment of Acute and Chronic Toxoplasmosis.,J Med Chem,2020,63,11,6144,6163,10.1021/acs.jmedchem.0c00419,32420739,
20612937,CHEMBL4646408,"(1R,2R)-2-[4-amino-3-[[4-(trifluoromethyl)-2-pyridyl]oxy]pyrazolo[3,4-d]pyrimidin-1-yl]cyclohexanol",CHEMBL4606494,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes using diclofenac as substrate measured after 10 mins by LC-MS/MS analysis,EC50,=,50000.0,nM,Nc1ncnc2c1c(Oc1cc(C(F)(F)F)ccn1)nn2[C@@H]1CCCC[C@H]1O,CHEMBL4602732,Optimizing Pyrazolopyrimidine Inhibitors of Calcium Dependent Protein Kinase 1 for Treatment of Acute and Chronic Toxoplasmosis.,J Med Chem,2020,63,11,6144,6163,10.1021/acs.jmedchem.0c00419,32420739,
20612938,CHEMBL4642579,"2-((4-amino-1-((1r,3r)-3-fluorocyclobutyl)-1H-pyrazolo[3,4-d]pyrimidin-3-yl)oxy)isonicotinonitrile",CHEMBL4606494,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes using diclofenac as substrate measured after 10 mins by LC-MS/MS analysis,EC50,=,50000.0,nM,N#Cc1ccnc(Oc2nn([C@H]3C[C@H](F)C3)c3ncnc(N)c23)c1,CHEMBL4602732,Optimizing Pyrazolopyrimidine Inhibitors of Calcium Dependent Protein Kinase 1 for Treatment of Acute and Chronic Toxoplasmosis.,J Med Chem,2020,63,11,6144,6163,10.1021/acs.jmedchem.0c00419,32420739,
22994922,CHEMBL4785210,(S)-3-amino-N-(2-hydroxypropyl)-5-(4-(trifluoromethoxy)phenylsulfonyl)picolinamide,CHEMBL4775889,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 (unknown origin),EC50,=,26000.0,nM,C[C@H](O)CNC(=O)c1ncc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1N,CHEMBL4765492,"Discovery of GLPG2451, a Novel Once Daily Potentiator for the Treatment of Cystic Fibrosis.",J Med Chem,2021,64,1.0,343,353,10.1021/acs.jmedchem.0c01796,33399458,
