activity_id,mol_chembl_id,compound_name,assay_chembl_id,assay_type,assay_cell_type,assay_organism,pref_name,description,standard_type,standard_relation,standard_value,standard_units,canonical_smiles,doc_chembl_id,title,journal,year,volume,issue,first_page,last_page,doi,pubmed_id,patent_id
635730,CHEMBL10,4-[5-(4-Fluoro-phenyl)-2-(4-methanesulfinyl-phenyl)-3H-imidazol-4-yl]-pyridine,CHEMBL661222,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of Cytochrome P450 2C9 at 10 uM,Inhibition,=,75.0,%,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL1145851,Novel substituted pyridinyl imidazoles as potent anticytokine agents with low activity against hepatic cytochrome P450 enzymes.,J. Med. Chem.,2003.0,46,15,3230,3244,10.1021/jm030766k,12852754.0,
638268,CHEMBL113419,4-[5-(4-Fluoro-phenyl)-2-methylsulfanyl-3H-imidazol-4-yl]-pyridine,CHEMBL661222,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of Cytochrome P450 2C9 at 10 uM,Inhibition,=,72.4,%,CSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1,CHEMBL1145851,Novel substituted pyridinyl imidazoles as potent anticytokine agents with low activity against hepatic cytochrome P450 enzymes.,J. Med. Chem.,2003.0,46,15,3230,3244,10.1021/jm030766k,12852754.0,
643188,CHEMBL323734,"N-{4-[5-(4-Fluoro-phenyl)-2-methylsulfanyl-3-(2,2,6,6-tetramethyl-piperidin-4-yl)-3H-imidazol-4-yl]-pyridin-2-yl}-acetamide",CHEMBL661222,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of Cytochrome P450 2C9 at 10 uM,Inhibition,=,2.6,%,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1C1CC(C)(C)NC(C)(C)C1,CHEMBL1145851,Novel substituted pyridinyl imidazoles as potent anticytokine agents with low activity against hepatic cytochrome P450 enzymes.,J. Med. Chem.,2003.0,46,15,3230,3244,10.1021/jm030766k,12852754.0,
650279,CHEMBL111456,4-[5-(4-Fluoro-phenyl)-2-(4-methanesulfinyl-benzylsulfanyl)-1H-imidazol-4-yl]-pyridine,CHEMBL661222,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of Cytochrome P450 2C9 at 10 uM,Inhibition,=,72.7,%,C[S+]([O-])c1ccc(CSc2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL1145851,Novel substituted pyridinyl imidazoles as potent anticytokine agents with low activity against hepatic cytochrome P450 enzymes.,J. Med. Chem.,2003.0,46,15,3230,3244,10.1021/jm030766k,12852754.0,
651559,CHEMBL323479,"4-[5-(4-Fluoro-phenyl)-2-methylsulfanyl-3-(2,2,6,6-tetramethyl-piperidin-4-yl)-3H-imidazol-4-yl]-pyridine",CHEMBL661222,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of Cytochrome P450 2C9 at 10 uM,Inhibition,=,7.9,%,CSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1C1CC(C)(C)NC(C)(C)C1,CHEMBL1145851,Novel substituted pyridinyl imidazoles as potent anticytokine agents with low activity against hepatic cytochrome P450 enzymes.,J. Med. Chem.,2003.0,46,15,3230,3244,10.1021/jm030766k,12852754.0,
656221,CHEMBL111364,4-[4-(4-fluorophenyl)-2-(methylsulfanyl)-1H-imidazol-5-yl]-N-(1-phenylethyl)pyridin-2-amine,CHEMBL661222,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of Cytochrome P450 2C9 at 10 uM,Inhibition,=,79.0,%,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)c3ccccc3)c2)[nH]1,CHEMBL1145851,Novel substituted pyridinyl imidazoles as potent anticytokine agents with low activity against hepatic cytochrome P450 enzymes.,J. Med. Chem.,2003.0,46,15,3230,3244,10.1021/jm030766k,12852754.0,
657337,CHEMBL111210,4-[5-(4-Fluoro-phenyl)-2-methylsulfanyl-3H-imidazol-4-yl]-2-isopropoxy-pyridine,CHEMBL661222,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of Cytochrome P450 2C9 at 10 uM,Inhibition,=,67.5,%,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(OC(C)C)c2)[nH]1,CHEMBL1145851,Novel substituted pyridinyl imidazoles as potent anticytokine agents with low activity against hepatic cytochrome P450 enzymes.,J. Med. Chem.,2003.0,46,15,3230,3244,10.1021/jm030766k,12852754.0,
658664,CHEMBL432798,N-{4-[5-(4-Fluoro-phenyl)-3-methyl-2-methylsulfanyl-3H-imidazol-4-yl]-pyridin-2-yl}-acetamide,CHEMBL661222,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of Cytochrome P450 2C9 at 10 uM,Inhibition,=,27.6,%,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1C,CHEMBL1145851,Novel substituted pyridinyl imidazoles as potent anticytokine agents with low activity against hepatic cytochrome P450 enzymes.,J. Med. Chem.,2003.0,46,15,3230,3244,10.1021/jm030766k,12852754.0,
661090,CHEMBL324977,{4-[5-(4-Fluoro-phenyl)-3-methyl-2-methylsulfanyl-3H-imidazol-4-yl]-pyridin-2-yl}-(1-phenyl-ethyl)-amine,CHEMBL661222,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of Cytochrome P450 2C9 at 10 uM,Inhibition,=,83.3,%,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)c3ccccc3)c2)n1C,CHEMBL1145851,Novel substituted pyridinyl imidazoles as potent anticytokine agents with low activity against hepatic cytochrome P450 enzymes.,J. Med. Chem.,2003.0,46,15,3230,3244,10.1021/jm030766k,12852754.0,
1417135,CHEMBL351231,4-{2-[2-((R)-2-Methyl-pyrrolidin-1-yl)-ethyl]-benzofuran-5-yl}-benzonitrile,CHEMBL836210,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 at 2 uM assessed by effect on rate of oxidation of Tolbutamide hydroxylation upon incubation with human liver microsomes,Inhibition,=,0.0,%,C[C@@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1,CHEMBL1139496,4-(2-[2-(2(R)-methylpyrrolidin-1-yl)ethyl]benzofuran-5-yl)benzonitrile and related 2-aminoethylbenzofuran H3 receptor antagonists potently enhance cognition and attention.,J. Med. Chem.,2005.0,48,1,38,55,10.1021/jm040118g,15634000.0,
1417257,CHEMBL351231,4-{2-[2-((R)-2-Methyl-pyrrolidin-1-yl)-ethyl]-benzofuran-5-yl}-benzonitrile,CHEMBL836214,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 at 20 uM assessed by its effect on rate of oxidation of Tolbutamide hydroxylation upon incubation with human liver microsomes,Inhibition,=,21.9,%,C[C@@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1,CHEMBL1139496,4-(2-[2-(2(R)-methylpyrrolidin-1-yl)ethyl]benzofuran-5-yl)benzonitrile and related 2-aminoethylbenzofuran H3 receptor antagonists potently enhance cognition and attention.,J. Med. Chem.,2005.0,48,1,38,55,10.1021/jm040118g,15634000.0,
1606078,CHEMBL194760,1-(2-Fluoro-biphenyl-4-yl)-cyclopropanecarboxylic acid,CHEMBL885113,A,,Homo sapiens,Cytochrome P450 2C9,Interaction with human cytochrome P450 isoform 2C9 expressed in baculovirus-insect cells,Inhibition,=,83.0,uM,O=C(O)C1(c2ccc(-c3ccccc3)c(F)c2)CC1,CHEMBL1141070,Synthesis and biological activity of flurbiprofen analogues as selective inhibitors of beta-amyloid(1)(-)(42) secretion.,J. Med. Chem.,2005.0,48,18,5705,5720,10.1021/jm0502541,16134939.0,
1606246,CHEMBL196070,5-[1-(2-Fluoro-4'-trifluoromethyl-biphenyl-4-yl)-ethyl]-1H-tetrazole,CHEMBL885129,A,,Homo sapiens,Cytochrome P450 2C9,Interaction with human cytochrome P450 isoform 2C9 expressed in baculovirus-insect cells at 100 uM,Inhibition,>,50.0,%,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1nnn[nH]1,CHEMBL1141070,Synthesis and biological activity of flurbiprofen analogues as selective inhibitors of beta-amyloid(1)(-)(42) secretion.,J. Med. Chem.,2005.0,48,18,5705,5720,10.1021/jm0502541,16134939.0,
1606260,CHEMBL197305,N-[2-(2-Fluoro-4'-trifluoromethyl-biphenyl-4-yl)-propionyl]-methanesulfonamide,CHEMBL885129,A,,Homo sapiens,Cytochrome P450 2C9,Interaction with human cytochrome P450 isoform 2C9 expressed in baculovirus-insect cells at 100 uM,Inhibition,>,50.0,%,CC(C(=O)NS(C)(=O)=O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,CHEMBL1141070,Synthesis and biological activity of flurbiprofen analogues as selective inhibitors of beta-amyloid(1)(-)(42) secretion.,J. Med. Chem.,2005.0,48,18,5705,5720,10.1021/jm0502541,16134939.0,
1606270,CHEMBL382746,"3-[1-(2-Fluoro-4'-trifluoromethyl-biphenyl-4-yl)-ethyl]-4H-[1,2,4]oxadiazol-5-one",CHEMBL885129,A,,Homo sapiens,Cytochrome P450 2C9,Interaction with human cytochrome P450 isoform 2C9 expressed in baculovirus-insect cells at 100 uM,Inhibition,>,50.0,%,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1noc(O)n1,CHEMBL1141070,Synthesis and biological activity of flurbiprofen analogues as selective inhibitors of beta-amyloid(1)(-)(42) secretion.,J. Med. Chem.,2005.0,48,18,5705,5720,10.1021/jm0502541,16134939.0,
1653889,CHEMBL420311,"6-chloro-2,3,4,9-tetrahydro-1H-carbazole-1-carboxamide",CHEMBL859697,A,,Homo sapiens,Cytochrome P450 2C9,Percent inhibitory activity against human CYP2C9 at 1uM,Inhibition,=,-5.0,%,NC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21,CHEMBL1140425,Discovery of indoles as potent and selective inhibitors of the deacetylase SIRT1.,J. Med. Chem.,2005.0,48,25,8045,8054,10.1021/jm050522v,16335928.0,
1653903,CHEMBL115600,"6-methyl-2,3,4,9-tetrahydro-1H-carbazole-1-carboxamide",CHEMBL859697,A,,Homo sapiens,Cytochrome P450 2C9,Percent inhibitory activity against human CYP2C9 at 1uM,Inhibition,=,-9.0,%,Cc1ccc2[nH]c3c(c2c1)CCCC3C(N)=O,CHEMBL1140425,Discovery of indoles as potent and selective inhibitors of the deacetylase SIRT1.,J. Med. Chem.,2005.0,48,25,8045,8054,10.1021/jm050522v,16335928.0,
1653916,CHEMBL112265,"2,3,4,9-tetrahydro-1H-carbazole-1-carboxamide",CHEMBL859697,A,,Homo sapiens,Cytochrome P450 2C9,Percent inhibitory activity against human CYP2C9 at 1uM,Inhibition,=,-8.0,%,NC(=O)C1CCCc2c1[nH]c1ccccc21,CHEMBL1140425,Discovery of indoles as potent and selective inhibitors of the deacetylase SIRT1.,J. Med. Chem.,2005.0,48,25,8045,8054,10.1021/jm050522v,16335928.0,
1653929,CHEMBL446446,"2-chloro-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-6-carboxylic acid amide",CHEMBL859697,A,,Homo sapiens,Cytochrome P450 2C9,Percent inhibitory activity against human CYP2C9 at 1uM,Inhibition,=,11.0,%,NC(=O)C1CCCCc2c1[nH]c1ccc(Cl)cc21,CHEMBL1140425,Discovery of indoles as potent and selective inhibitors of the deacetylase SIRT1.,J. Med. Chem.,2005.0,48,25,8045,8054,10.1021/jm050522v,16335928.0,
1705448,CHEMBL206387,"2-[5-(5-carbamimidoyl-1H-benzoimidazol-2-yl)-6,2'-dihydroxy-5'-ureidomethyl-biphenyl-3-yl]-succinic acid",CHEMBL867761,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 at 10 uM,Inhibition,<,40.0,%,N=C(N)c1ccc2[nH]c(-c3cc(C(CC(=O)O)C(=O)O)cc(-c4cc(CNC(N)=O)ccc4O)c3O)nc2c1,CHEMBL1146111,"Factor VIIa inhibitors: chemical optimization, preclinical pharmacokinetics, pharmacodynamics, and efficacy in an arterial baboon thrombosis model.",Bioorg. Med. Chem. Lett.,2006.0,16,7,2037,2041,10.1016/j.bmcl.2005.12.059,16412633.0,
1792710,CHEMBL216884,5-(5-((benzylamino)methyl)pyridin-2-yl)-N-hydroxythiophene-2-carboxamide,CHEMBL908806,A,,Homo sapiens,Cytochrome P450 2C9,Percent inhibition of CYP450 2C9 at 1 uM concentration,Inhibition,=,-14.0,%,O=C(NO)c1ccc(-c2ccc(CNCc3ccccc3)cn2)s1,CHEMBL1137593,Identification and optimisation of a series of substituted 5-pyridin-2-yl-thiophene-2-hydroxamic acids as potent histone deacetylase (HDAC) inhibitors.,Bioorg. Med. Chem. Lett.,2007.0,17,2,363,369,10.1016/j.bmcl.2006.10.045,17107790.0,
1792711,CHEMBL217716,"5-(1-(2-(benzo[d][1,3]dioxol-5-ylmethylamino)ethyl)-1H-pyrazol-3-yl)-N-hydroxythiophene-2-carboxamide",CHEMBL908806,A,,Homo sapiens,Cytochrome P450 2C9,Percent inhibition of CYP450 2C9 at 1 uM concentration,Inhibition,=,0.0,%,O=C(NO)c1ccc(-c2ccn(CCNCc3ccc4c(c3)OCO4)n2)s1,CHEMBL1137593,Identification and optimisation of a series of substituted 5-pyridin-2-yl-thiophene-2-hydroxamic acids as potent histone deacetylase (HDAC) inhibitors.,Bioorg. Med. Chem. Lett.,2007.0,17,2,363,369,10.1016/j.bmcl.2006.10.045,17107790.0,
1792712,CHEMBL98,Octanedioic acid hydroxyamide phenylamide,CHEMBL908806,A,,Homo sapiens,Cytochrome P450 2C9,Percent inhibition of CYP450 2C9 at 1 uM concentration,Inhibition,=,28.0,%,O=C(CCCCCCC(=O)Nc1ccccc1)NO,CHEMBL1137593,Identification and optimisation of a series of substituted 5-pyridin-2-yl-thiophene-2-hydroxamic acids as potent histone deacetylase (HDAC) inhibitors.,Bioorg. Med. Chem. Lett.,2007.0,17,2,363,369,10.1016/j.bmcl.2006.10.045,17107790.0,
1819021,CHEMBL374926,"benzene-1,2,4,5-tetraamine",CHEMBL919483,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of human CYP2C9 assessed as (S)-Flurbiprofen hydroxylation at 1 uM,Inhibition,=,50.0,%,Nc1cc(N)c(N)cc1N,CHEMBL1142940,Use of simple docking methods to screen a virtual library for heteroactivators of cytochrome P450 2C9.,J. Med. Chem.,2007.0,50,6,1158,1165,10.1021/jm060706p,17311370.0,
1821143,CHEMBL376896,1-methoxy-4-(4-methoxyphenylsulfonyl)benzene,CHEMBL919481,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of human CYP2C9 assessed as (S)-Flurbiprofen hydroxylation,Inhibition,=,-25.0,%,COc1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1,CHEMBL1142940,Use of simple docking methods to screen a virtual library for heteroactivators of cytochrome P450 2C9.,J. Med. Chem.,2007.0,50,6,1158,1165,10.1021/jm060706p,17311370.0,
1821176,CHEMBL220339,"(4-fluorophenyl)(imidazo[2,1-b]thiazol-5-yl)methanone",CHEMBL919482,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of human CYP2C9 assessed as (S)-Flurbiprofen hydroxylation at 100 uM,Inhibition,=,50.0,%,O=C(c1ccc(F)cc1)c1cnc2sccn12,CHEMBL1142940,Use of simple docking methods to screen a virtual library for heteroactivators of cytochrome P450 2C9.,J. Med. Chem.,2007.0,50,6,1158,1165,10.1021/jm060706p,17311370.0,
1821177,CHEMBL220620,"1-(3,4-dichloro-phenyl)-5-imino-3-methyl-4-thioxo-imidazolidin-2-one",CHEMBL919482,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of human CYP2C9 assessed as (S)-Flurbiprofen hydroxylation at 100 uM,Inhibition,=,50.0,%,CN1C(=O)N(c2ccc(Cl)c(Cl)c2)C(=N)C1=S,CHEMBL1142940,Use of simple docking methods to screen a virtual library for heteroactivators of cytochrome P450 2C9.,J. Med. Chem.,2007.0,50,6,1158,1165,10.1021/jm060706p,17311370.0,
