activity_id,mol_chembl_id,compound_name,assay_chembl_id,assay_type,assay_cell_type,assay_organism,pref_name,description,standard_type,standard_relation,standard_value,standard_units,canonical_smiles,doc_chembl_id,title,journal,year,volume,issue,first_page,last_page,doi,pubmed_id,patent_id
90195,CHEMBL3706620,"(S)-1-[(S)-2-Hydroxy-4-((R)-(S)-3-hydroxy-3,4,4a,8a-tetrahydro-2H-chromen-4-ylcarbamoyl)-5-phenyl-pentyl]-4-[1-methyl-1-(5-pyridin-4-yl-furan-2-yl)-ethyl]-piperazine-2-carboxylic acid (2,2,2-trifluoro-ethyl)-amide",CHEMBL660395,A,,Homo sapiens,Cytochrome P450 2C9,In vitro inhibition of human liver microsome Cytochrome P450 2C9,IC50,=,410.0,nM,CC(C)(c1ccc(-c2ccncc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,CHEMBL1136138,HIV protease inhibitors with picomolar potency against PI-Resistant HIV-1 by extension of the P3 substituent.,Bioorg. Med. Chem. Lett.,2003.0,13,15,2569,2572,10.1016/s0960-894x(03)00475-x,12852968.0,
102346,CHEMBL114756,"(S)-1-[(S)-2-Hydroxy-4-((R)-(S)-3-hydroxy-3,4,4a,8a-tetrahydro-2H-chromen-4-ylcarbamoyl)-5-phenyl-pentyl]-4-(5-pyridin-4-yl-furan-2-ylmethyl)-piperazine-2-carboxylic acid (2,2,2-trifluoro-ethyl)-amide",CHEMBL660395,A,,Homo sapiens,Cytochrome P450 2C9,In vitro inhibition of human liver microsome Cytochrome P450 2C9,IC50,=,5500.0,nM,O=C(NCC(F)(F)F)[C@@H]1CN(Cc2ccc(-c3ccncc3)o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,CHEMBL1136138,HIV protease inhibitors with picomolar potency against PI-Resistant HIV-1 by extension of the P3 substituent.,Bioorg. Med. Chem. Lett.,2003.0,13,15,2569,2572,10.1016/s0960-894x(03)00475-x,12852968.0,
116376,CHEMBL8153,"4-(4-tert-Butyl-benzenesulfonyl)-1-(5-methyl-3H-imidazol-4-ylmethyl)-2-phenethyl-2,3,4,5-tetrahydro-1H-benzo[e][1,4]diazepine",CHEMBL661228,A,,,Cytochrome P450 2C9,Inhibitory activity against cytochrome P450 2C9,IC50,=,3000.0,nM,Cc1[nH]cnc1CN1c2ccccc2CN(S(=O)(=O)c2ccc(C(C)(C)C)cc2)CC1CCc1ccccc1,CHEMBL1146667,Benzodiazepine-based selective inhibitors of mitochondrial F1F0 ATP hydrolase.,Bioorg. Med. Chem. Lett.,2004.0,14,4,1031,1034,10.1016/j.bmcl.2003.11.052,15013017.0,
116379,CHEMBL8414,"4-(3,4-Dichloro-benzenesulfonyl)-1-(5-methyl-3H-imidazol-4-ylmethyl)-2-phenethyl-2,3,4,5-tetrahydro-1H-benzo[e][1,4]diazepine",CHEMBL661228,A,,,Cytochrome P450 2C9,Inhibitory activity against cytochrome P450 2C9,IC50,=,2000.0,nM,Cc1[nH]cnc1CN1c2ccccc2CN(S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1CCc1ccccc1,CHEMBL1146667,Benzodiazepine-based selective inhibitors of mitochondrial F1F0 ATP hydrolase.,Bioorg. Med. Chem. Lett.,2004.0,14,4,1031,1034,10.1016/j.bmcl.2003.11.052,15013017.0,
130285,CHEMBL8332,"4-(4-tert-Butyl-benzenesulfonyl)-1-(3H-imidazol-4-ylmethyl)-2-phenethyl-2,3,4,5-tetrahydro-1H-benzo[e][1,4]diazepine",CHEMBL661226,A,,,Cytochrome P450 2C9,Inhibitory activity against ccytochrome P450 2C9,IC50,=,38.0,nM,CC(C)(C)c1ccc(S(=O)(=O)N2Cc3ccccc3N(Cc3c[nH]cn3)C(CCc3ccccc3)C2)cc1,CHEMBL1146667,Benzodiazepine-based selective inhibitors of mitochondrial F1F0 ATP hydrolase.,Bioorg. Med. Chem. Lett.,2004.0,14,4,1031,1034,10.1016/j.bmcl.2003.11.052,15013017.0,
248661,CHEMBL276140,"5-Methylsulfanyl-6-trifluoromethyl-2,3-dihydro-indole-1-carboxylic acid pyridin-3-ylamide",CHEMBL661221,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of heterologously expressed human Cytochrome P450 2C9 at 100 uM,IC50,>,100000.0,nM,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,CHEMBL1130195,6-Chloro-5-methyl-1-[[2-[(2-methyl-3-pyridyl)oxy]-5-pyridyl]carbamoyl]- indoline (SB-242084): the first selective and brain penetrant 5-HT2C receptor antagonist.,J. Med. Chem.,1997.0,40,22,3494,3496,10.1021/jm970424c,9357513.0,
260934,CHEMBL297784,"5-Methyl-3,5-dihydro-2H-pyrrolo[2,3-f]indole-1-carboxylic acid pyridin-3-ylamide",CHEMBL660394,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of heterologously expressed human Cytochrome P450 2C9 at 100 uM,IC50,>,100000.0,nM,Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1,CHEMBL1130195,6-Chloro-5-methyl-1-[[2-[(2-methyl-3-pyridyl)oxy]-5-pyridyl]carbamoyl]- indoline (SB-242084): the first selective and brain penetrant 5-HT2C receptor antagonist.,J. Med. Chem.,1997.0,40,22,3494,3496,10.1021/jm970424c,9357513.0,
260945,CHEMBL14563,"6-Chloro-5-methyl-2,3-dihydro-indole-1-carboxylic acid [6-(2-methyl-pyridin-3-yloxy)-pyridin-3-yl]-amide",CHEMBL661221,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of heterologously expressed human Cytochrome P450 2C9 at 100 uM,IC50,>,100000.0,nM,Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,CHEMBL1130195,6-Chloro-5-methyl-1-[[2-[(2-methyl-3-pyridyl)oxy]-5-pyridyl]carbamoyl]- indoline (SB-242084): the first selective and brain penetrant 5-HT2C receptor antagonist.,J. Med. Chem.,1997.0,40,22,3494,3496,10.1021/jm970424c,9357513.0,
339647,CHEMBL430841,"1N-{4-[6-chloro-16-methyl-(12S)-2,10-diazatetracyclo[11.2.1.02,12.04,9]hexadeca-4(9),5,7-trien-10-ylcarbonyl]phenyl}-2-(4-methylphenyl)benzamide",CHEMBL659092,A,,,Cytochrome P450 2C9,Inhibition of cytochrome P450 2C9,IC50,=,7400.0,nM,Cc1ccc(-c2ccccc2C(=O)Nc2ccc(C(=O)N3C[C@@H]4C5CCC(C5)N4Cc4cc(Cl)ccc43)cc2)cc1,CHEMBL1134932,Bridged bicyclic vasopressin receptor antagonists with V(2)-selective or dual V(1a)/V(2) activity.,Bioorg. Med. Chem. Lett.,2002.0,12,21,3081,3084,10.1016/s0960-894x(02)00649-2,12372506.0,
347542,CHEMBL121241,4-(3-Amino-propyl)-N-(3-hydroxy-propyl)-N-(2-phenyl-2H-pyrazol-3-yl)-benzenesulfonamide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,50000.0,nM,NCCCc1ccc(S(=O)(=O)N(CCCO)c2ccnn2-c2ccccc2)cc1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
348952,CHEMBL414238,4-Amino-N-(3-methyl-butyl)-N-(2-phenyl-2H-pyrazol-3-yl)-benzenesulfonamide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,60000.0,nM,CC(C)CCN(c1ccnn1-c1ccccc1)S(=O)(=O)c1ccc(N)cc1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
348956,CHEMBL121420,3'-Nitro-biphenyl-4-sulfonic acid (4-hydroxy-butyl)-(2-phenyl-2H-pyrazol-3-yl)-amide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,15000.0,nM,O=[N+]([O-])c1cccc(-c2ccc(S(=O)(=O)N(CCCCO)c3ccnn3-c3ccccc3)cc2)c1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
351621,CHEMBL333108,3'-Amino-biphenyl-4-sulfonic acid (2-phenyl-2H-pyrazol-3-yl)-amide,CHEMBL884338,A,,Homo sapiens,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,12000.0,nM,Nc1cccc(-c2ccc(S(=O)(=O)Nc3ccnn3-c3ccccc3)cc2)c1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
353090,CHEMBL333210,4-Allyl-N-(3-hydroxy-propyl)-N-(2-phenyl-2H-pyrazol-3-yl)-benzenesulfonamide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,80000.0,nM,C=CCc1ccc(S(=O)(=O)N(CCCO)c2ccnn2-c2ccccc2)cc1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
360239,CHEMBL120797,4-Amino-N-benzyl-N-(2-phenyl-2H-pyrazol-3-yl)-benzenesulfonamide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,55000.0,nM,Nc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccnn2-c2ccccc2)cc1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
360243,CHEMBL120426,3'-Nitro-biphenyl-4-sulfonic acid (2-phenyl-2H-pyrazol-3-yl)-amide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,4000.0,nM,O=[N+]([O-])c1cccc(-c2ccc(S(=O)(=O)Nc3ccnn3-c3ccccc3)cc2)c1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
362853,CHEMBL332690,4-Allyl-N-benzyl-N-(2-phenyl-2H-pyrazol-3-yl)-benzenesulfonamide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,>,200000.0,nM,C=CCc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccnn2-c2ccccc2)cc1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
364481,CHEMBL331431,4-(2-Amino-ethyl)-N-(3-hydroxy-propyl)-N-(2-phenyl-2H-pyrazol-3-yl)-benzenesulfonamide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,10000.0,nM,NCCc1ccc(S(=O)(=O)N(CCCO)c2ccnn2-c2ccccc2)cc1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
364485,CHEMBL121522,3'-Nitro-biphenyl-4-sulfonic acid (3-hydroxy-propyl)-(2-phenyl-2H-pyrazol-3-yl)-amide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,28000.0,nM,O=[N+]([O-])c1cccc(-c2ccc(S(=O)(=O)N(CCCO)c3ccnn3-c3ccccc3)cc2)c1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
364489,CHEMBL333704,4-Allyl-N-methyl-N-(2-phenyl-2H-pyrazol-3-yl)-benzenesulfonamide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,>,200000.0,nM,C=CCc1ccc(S(=O)(=O)N(C)c2ccnn2-c2ccccc2)cc1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
365959,CHEMBL121503,3'-Amino-biphenyl-4-sulfonic acid (3-hydroxy-propyl)-(2-phenyl-2H-pyrazol-3-yl)-amide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,12000.0,nM,Nc1cccc(-c2ccc(S(=O)(=O)N(CCCO)c3ccnn3-c3ccccc3)cc2)c1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
367385,CHEMBL121048,3'-Nitro-biphenyl-4-sulfonic acid (2-hydroxy-ethyl)-(2-phenyl-2H-pyrazol-3-yl)-amide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,20000.0,nM,O=[N+]([O-])c1cccc(-c2ccc(S(=O)(=O)N(CCO)c3ccnn3-c3ccccc3)cc2)c1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
367389,CHEMBL332994,4-Allyl-N-(2-phenyl-2H-pyrazol-3-yl)-benzenesulfonamide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,1000.0,nM,C=CCc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
368785,CHEMBL121040,4-Methyl-N-(2-phenyl-2H-pyrazol-3-yl)-N-propyl-benzenesulfonamide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,20000.0,nM,CCCN(c1ccnn1-c1ccccc1)S(=O)(=O)c1ccc(C)cc1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
368789,CHEMBL432386,4-Methyl-N-(2-phenyl-2H-pyrazol-3-yl)-benzenesulfonamide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,600.0,nM,Cc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
371564,CHEMBL121323,4-Amino-N-isopropyl-N-(2-phenyl-2H-pyrazol-3-yl)-benzenesulfonamide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,80000.0,nM,CC(C)N(c1ccnn1-c1ccccc1)S(=O)(=O)c1ccc(N)cc1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
374466,CHEMBL443542,4-Amino-N-methyl-N-(2-phenyl-2H-pyrazol-3-yl)-benzenesulfonamide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,100000.0,nM,CN(c1ccnn1-c1ccccc1)S(=O)(=O)c1ccc(N)cc1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
375838,CHEMBL330871,4-Amino-N-ethyl-N-(2-phenyl-2H-pyrazol-3-yl)-benzenesulfonamide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,90000.0,nM,CCN(c1ccnn1-c1ccccc1)S(=O)(=O)c1ccc(N)cc1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
375842,CHEMBL331485,4-Amino-N-butyl-N-(2-phenyl-2H-pyrazol-3-yl)-benzenesulfonamide,CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,50000.0,nM,CCCCN(c1ccnn1-c1ccccc1)S(=O)(=O)c1ccc(N)cc1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
375846,CHEMBL332958,"4,N-Dimethyl-N-(2-phenyl-2H-pyrazol-3-yl)-benzenesulfonamide",CHEMBL659091,A,,,Cytochrome P450 2C9,Inhibitory effect on human recombinant liver cytochrome P450 2C9 expressed in yeast strain,IC50,=,10000.0,nM,Cc1ccc(S(=O)(=O)N(C)c2ccnn2-c2ccccc2)cc1,CHEMBL1134658,Synthesis of sulfaphenazole derivatives and their use as inhibitors and tools for comparing the active sites of human liver cytochromes P450 of the 2C subfamily.,J. Med. Chem.,2001.0,44,22,3622,3631,10.1021/jm010861y,11606127.0,
